date,sex,sex_nr,sex_label,age_gr,age_gr_nr,age_gr_label,cases_confirmed,deaths,confirmados_desconhecidos_m,confirmados_desconhecidos_f,cases_confirmed_new,deaths_new
08-05-2020,Females,0,Females,40-49,5,40-49,386,1,,,55,0
24-05-2020,Females,0,Females,40-49,5,40-49,389,1,,,3,0
12-04-2020,Females,0,Females,40-49,5,40-49,440,2,,,51,1
29-04-2020,Females,0,Females,40-49,5,40-49,458,2,,,18,0
18-05-2020,Females,0,Females,40-49,5,40-49,471,2,,,13,0
01-04-2020,Females,0,Females,40-49,5,40-49,552,2,,,81,0
25-05-2020,Females,0,Females,40-49,5,40-49,561,2,,,9,0
26-03-2020,Females,0,Females,40-49,5,40-49,649,2,,,88,0
24-03-2020,Females,0,Females,40-49,5,40-49,647,2,,,-2,
07-05-2020,Females,0,Females,40-49,5,40-49,715,2,,,68,0
29-03-2020,Females,0,Females,40-49,5,40-49,811,2,,,96,0
09-05-2020,Females,0,Females,40-49,5,40-49,818,3,,,7,1
03-04-2020,Females,0,Females,40-49,5,40-49,941,3,,,123,0
28-05-2020,Females,0,Females,40-49,5,40-49,967,3,,,26,0
19-05-2020,Females,0,Females,40-49,5,40-49,999,3,,,32,0
16-04-2020,Females,0,Females,40-49,5,40-49,1078,3,,,79,0
18-03-2020,Females,0,Females,40-49,5,40-49,1106,3,,,28,
01-03-2020,Females,0,Females,40-49,5,40-49,1106,3,,,,
13-05-2020,Females,0,Females,40-49,5,40-49,1119,3,,,13,0
14-03-2020,Females,0,Females,40-49,5,40-49,1124,3,,,5,
22-04-2020,Females,0,Females,40-49,5,40-49,1224,3,,,100,0
15-04-2020,Females,0,Females,40-49,5,40-49,1298,3,,,74,0
05-05-2020,Females,0,Females,40-49,5,40-49,1312,3,,,14,0
31-05-2020,Females,0,Females,40-49,5,40-49,1335,3,,,23,0
14-04-2020,Females,0,Females,40-49,5,40-49,1391,3,,,56,0
27-05-2020,Females,0,Females,40-49,5,40-49,1410,3,,,19,0
19-03-2020,Females,0,Females,40-49,5,40-49,1424,3,,,14,
16-05-2020,Females,0,Females,40-49,5,40-49,1441,3,,,17,0
05-04-2020,Females,0,Females,40-49,5,40-49,1516,3,,,75,0
07-03-2020,Females,0,Females,40-49,5,40-49,1517,3,,,1,
09-03-2020,Females,0,Females,40-49,5,40-49,1520,3,,,3,
08-04-2020,Females,0,Females,40-49,5,40-49,1605,3,,,85,0
23-04-2020,Females,0,Females,40-49,5,40-49,1620,3,,,15,0
18-04-2020,Females,0,Females,40-49,5,40-49,1679,3,,,59,0
20-05-2020,Females,0,Females,40-49,5,40-49,1688,3,,,9,0
28-03-2020,Females,0,Females,40-49,5,40-49,1794,4,,,106,1
30-03-2020,Females,0,Females,40-49,5,40-49,1830,4,,,36,0
17-03-2020,Females,0,Females,40-49,5,40-49,1845,4,,,15,
13-04-2020,Females,0,Females,40-49,5,40-49,1866,5,,,21,1
05-03-2020,Females,0,Females,40-49,5,40-49,1866,5,,,0,
11-05-2020,Females,0,Females,40-49,5,40-49,1867,5,,,1,0
22-05-2020,Females,0,Females,40-49,5,40-49,1887,5,,,20,0
23-03-2020,Females,0,Females,40-49,5,40-49,1940,5,,,53,
01-06-2020,Females,0,Females,40-49,5,40-49,1949,5,,,9,0
02-03-2020,Females,0,Females,40-49,5,40-49,1949,5,,,,
03-05-2020,Females,0,Females,40-49,5,40-49,1950,5,,,1,0
12-03-2020,Females,0,Females,40-49,5,40-49,1951,5,,,1,
12-05-2020,Females,0,Females,40-49,5,40-49,1969,5,,,18,0
31-03-2020,Females,0,Females,40-49,5,40-49,2067,5,,,98,0
20-03-2020,Females,0,Females,40-49,5,40-49,2084,5,,,17,
30-05-2020,Females,0,Females,40-49,5,40-49,2103,5,,,19,0
10-04-2020,Females,0,Females,40-49,5,40-49,2261,5,,,158,0
23-05-2020,Females,0,Females,40-49,5,40-49,2281,5,,,20,0
21-03-2020,Females,0,Females,40-49,5,40-49,2308,5,,,27,
11-04-2020,Females,0,Females,40-49,5,40-49,2368,5,,,60,0
02-04-2020,Females,0,Females,40-49,5,40-49,2459,5,,,91,0
03-03-2020,Females,0,Females,40-49,5,40-49,2459,5,,,,
26-05-2020,Females,0,Females,40-49,5,40-49,2465,5,,,6,0
02-05-2020,Females,0,Females,40-49,5,40-49,2484,5,,,19,0
06-04-2020,Females,0,Females,40-49,5,40-49,2521,5,,,37,0
22-03-2020,Females,0,Females,40-49,5,40-49,2561,5,,,40,
20-04-2020,Females,0,Females,40-49,5,40-49,2630,5,,,69,0
13-03-2020,Females,0,Females,40-49,5,40-49,2634,5,,,4,
27-03-2020,Females,0,Females,40-49,5,40-49,2729,6,,,95,1
26-04-2020,Females,0,Females,40-49,5,40-49,2774,6,,,45,0
25-04-2020,Females,0,Females,40-49,5,40-49,2833,6,,,59,0
02-06-2020,Females,0,Females,40-49,5,40-49,2852,7,2,4,19,1
24-04-2020,Females,0,Females,40-49,5,40-49,2867,7,,,15,0
01-05-2020,Females,0,Females,40-49,5,40-49,2889,7,,,22,0
28-04-2020,Females,0,Females,40-49,5,40-49,2919,7,,,30,0
16-03-2020,Females,0,Females,40-49,5,40-49,2924,7,,,5,
30-04-2020,Females,0,Females,40-49,5,40-49,2952,7,,,28,0
21-04-2020,Females,0,Females,40-49,5,40-49,2973,7,,,21,0
19-04-2020,Females,0,Females,40-49,5,40-49,3029,7,,,56,0
06-05-2020,Females,0,Females,40-49,5,40-49,3089,7,,,60,0
09-04-2020,Females,0,Females,40-49,5,40-49,3149,7,,,60,0
15-05-2020,Females,0,Females,40-49,5,40-49,3166,7,,,17,0
11-03-2020,Females,0,Females,40-49,5,40-49,3168,7,,,2,
10-03-2020,Females,0,Females,40-49,5,40-49,3168,7,,,0,
29-05-2020,Females,0,Females,40-49,5,40-49,3195,7,,,27,0
15-03-2020,Females,0,Females,40-49,5,40-49,3203,7,,,8,
08-03-2020,Females,0,Females,40-49,5,40-49,3205,7,,,2,
04-05-2020,Females,0,Females,40-49,5,40-49,3230,7,,,25,0
04-06-2020,Females,0,Females,40-49,5,40-49,3248,7,0,0,18,0
15-04-2020,Females,0,Females,50-59,6,50-59,73,0,,,73,0
01-04-2020,Females,0,Females,50-59,6,50-59,140,0,,,67,0
11-04-2020,Females,0,Females,50-59,6,50-59,186,1,,,46,1
09-04-2020,Females,0,Females,50-59,6,50-59,252,1,,,66,0
07-03-2020,Females,0,Females,50-59,6,50-59,252,1,,,0,
24-05-2020,Females,0,Females,50-59,6,50-59,257,1,,,5,0
13-04-2020,Females,0,Females,50-59,6,50-59,291,2,,,34,1
26-05-2020,Females,0,Females,50-59,6,50-59,300,2,,,9,0
25-03-2020,Females,0,Females,50-59,6,50-59,368,2,,,68,0
18-03-2020,Females,0,Females,50-59,6,50-59,386,2,,,18,
22-05-2020,Females,0,Females,50-59,6,50-59,405,2,,,19,0
17-03-2020,Females,0,Females,50-59,6,50-59,416,2,,,11,
03-06-2020,Females,0,Females,50-59,6,50-59,438,2,0,0,22,0
30-04-2020,Females,0,Females,50-59,6,50-59,497,3,,,59,1
02-06-2020,Females,0,Females,50-59,6,50-59,512,4,2,4,15,1
13-03-2020,Females,0,Females,50-59,6,50-59,513,4,,,1,
04-04-2020,Females,0,Females,50-59,6,50-59,583,4,,,70,0
04-03-2020,Females,0,Females,50-59,6,50-59,583,4,,,0,
20-04-2020,Females,0,Females,50-59,6,50-59,641,4,,,58,0
10-05-2020,Females,0,Females,50-59,6,50-59,656,4,,,15,0
12-04-2020,Females,0,Females,50-59,6,50-59,719,4,,,63,0
14-03-2020,Females,0,Females,50-59,6,50-59,722,4,,,3,
19-05-2020,Females,0,Females,50-59,6,50-59,738,4,,,16,0
19-03-2020,Females,0,Females,50-59,6,50-59,748,4,,,10,
21-03-2020,Females,0,Females,50-59,6,50-59,771,4,,,23,
23-03-2020,Females,0,Females,50-59,6,50-59,811,4,,,40,
31-05-2020,Females,0,Females,50-59,6,50-59,836,4,,,25,0
23-04-2020,Females,0,Females,50-59,6,50-59,861,4,,,25,0
27-04-2020,Females,0,Females,50-59,6,50-59,871,4,,,10,0
15-03-2020,Females,0,Females,50-59,6,50-59,882,4,,,11,
31-03-2020,Females,0,Females,50-59,6,50-59,1008,4,,,126,0
25-05-2020,Females,0,Females,50-59,6,50-59,1023,5,,,15,1
07-05-2020,Females,0,Females,50-59,6,50-59,1068,5,,,45,0
01-03-2020,Females,0,Females,50-59,6,50-59,1068,5,,,,
16-04-2020,Females,0,Females,50-59,6,50-59,1155,5,,,87,0
08-05-2020,Females,0,Females,50-59,6,50-59,1213,5,,,58,0
21-04-2020,Females,0,Females,50-59,6,50-59,1253,5,,,40,0
02-03-2020,Females,0,Females,50-59,6,50-59,1253,5,,,,
09-05-2020,Females,0,Females,50-59,6,50-59,1264,5,,,11,0
20-05-2020,Females,0,Females,50-59,6,50-59,1277,5,,,13,0
06-04-2020,Females,0,Females,50-59,6,50-59,1324,5,,,47,0
22-03-2020,Females,0,Females,50-59,6,50-59,1365,5,,,41,
20-03-2020,Females,0,Females,50-59,6,50-59,1395,5,,,30,
06-03-2020,Females,0,Females,50-59,6,50-59,1395,5,,,0,
21-05-2020,Females,0,Females,50-59,6,50-59,1406,5,,,11,0
30-05-2020,Females,0,Females,50-59,6,50-59,1422,6,,,16,1
16-03-2020,Females,0,Females,50-59,6,50-59,1427,6,,,5,
29-03-2020,Females,0,Females,50-59,6,50-59,1509,6,,,82,0
28-04-2020,Females,0,Females,50-59,6,50-59,1530,7,,,21,1
27-05-2020,Females,0,Females,50-59,6,50-59,1549,7,,,19,0
12-03-2020,Females,0,Females,50-59,6,50-59,1549,7,,,0,
14-04-2020,Females,0,Females,50-59,6,50-59,1604,8,,,55,1
24-04-2020,Females,0,Females,50-59,6,50-59,1639,8,,,35,0
09-03-2020,Females,0,Females,50-59,6,50-59,1640,8,,,1,
18-04-2020,Females,0,Females,50-59,6,50-59,1717,8,,,77,0
28-05-2020,Females,0,Females,50-59,6,50-59,1733,8,,,16,0
03-04-2020,Females,0,Females,50-59,6,50-59,1829,8,,,96,0
29-04-2020,Females,0,Females,50-59,6,50-59,1847,8,,,18,0
10-03-2020,Females,0,Females,50-59,6,50-59,1847,8,,,0,
30-03-2020,Females,0,Females,50-59,6,50-59,1879,8,,,32,0
26-03-2020,Females,0,Females,50-59,6,50-59,1956,8,,,77,0
01-06-2020,Females,0,Females,50-59,6,50-59,1968,8,,,12,0
27-03-2020,Females,0,Females,50-59,6,50-59,2037,8,,,69,0
12-05-2020,Females,0,Females,50-59,6,50-59,2052,9,,,15,1
15-05-2020,Females,0,Females,50-59,6,50-59,2065,10,,,13,1
23-05-2020,Females,0,Females,50-59,6,50-59,2085,10,,,20,0
24-03-2020,Females,0,Females,50-59,6,50-59,2106,10,,,21,
29-05-2020,Females,0,Females,50-59,6,50-59,2127,10,,,21,0
11-05-2020,Females,0,Females,50-59,6,50-59,2135,10,,,8,0
05-04-2020,Females,0,Females,50-59,6,50-59,2210,10,,,75,0
02-04-2020,Females,0,Females,50-59,6,50-59,2299,11,,,89,1
08-03-2020,Females,0,Females,50-59,6,50-59,2299,11,,,0,
02-05-2020,Females,0,Females,50-59,6,50-59,2305,11,,,6,0
11-03-2020,Females,0,Females,50-59,6,50-59,2305,11,,,0,
04-05-2020,Females,0,Females,50-59,6,50-59,2345,11,,,40,0
16-05-2020,Females,0,Females,50-59,6,50-59,2367,11,,,22,0
04-06-2020,Females,0,Females,50-59,6,50-59,2401,11,0,0,34,0
14-05-2020,Females,0,Females,50-59,6,50-59,2428,12,,,27,1
07-04-2020,Females,0,Females,50-59,6,50-59,2507,12,,,79,0
25-04-2020,Females,0,Females,50-59,6,50-59,2562,13,,,55,1
18-05-2020,Females,0,Females,50-59,6,50-59,2582,13,,,20,0
26-04-2020,Females,0,Females,50-59,6,50-59,2614,13,,,32,0
19-04-2020,Females,0,Females,50-59,6,50-59,2674,13,,,60,0
03-03-2020,Females,0,Females,50-59,6,50-59,2674,13,,,,
17-05-2020,Females,0,Females,50-59,6,50-59,2707,13,,,33,0
05-03-2020,Females,0,Females,50-59,6,50-59,2707,13,,,0,
03-05-2020,Females,0,Females,50-59,6,50-59,2710,13,,,3,0
06-05-2020,Females,0,Females,50-59,6,50-59,2761,13,,,51,0
10-04-2020,Females,0,Females,50-59,6,50-59,2928,13,,,167,0
01-05-2020,Females,0,Females,50-59,6,50-59,2963,14,,,35,1
05-05-2020,Females,0,Females,50-59,6,50-59,2971,14,,,8,0
17-04-2020,Females,0,Females,50-59,6,50-59,2990,14,,,19,0
08-04-2020,Females,0,Females,50-59,6,50-59,3080,14,,,90,0
22-04-2020,Females,0,Females,50-59,6,50-59,3152,14,,,72,0
28-03-2020,Females,0,Females,50-59,6,50-59,3256,14,,,104,0
13-05-2020,Females,0,Females,50-59,6,50-59,3273,14,,,17,0
15-03-2020,Females,0,Females,60-69,7,60-69,3,0,,,3,
12-04-2020,Females,0,Females,60-69,7,60-69,39,0,,,36,0
08-03-2020,Females,0,Females,60-69,7,60-69,39,0,,,0,
02-04-2020,Females,0,Females,60-69,7,60-69,92,1,,,53,1
17-05-2020,Females,0,Females,60-69,7,60-69,100,1,,,8,0
07-03-2020,Females,0,Females,60-69,7,60-69,101,1,,,1,
06-05-2020,Females,0,Females,60-69,7,60-69,119,1,,,18,0
04-06-2020,Females,0,Females,60-69,7,60-69,128,1,0,0,9,0
05-03-2020,Females,0,Females,60-69,7,60-69,128,1,,,0,
25-05-2020,Females,0,Females,60-69,7,60-69,128,3,,,0,2
23-03-2020,Females,0,Females,60-69,7,60-69,164,3,,,36,
12-03-2020,Females,0,Females,60-69,7,60-69,164,3,,,0,
04-04-2020,Females,0,Females,60-69,7,60-69,208,4,,,44,1
09-03-2020,Females,0,Females,60-69,7,60-69,208,4,,,0,
15-05-2020,Females,0,Females,60-69,7,60-69,216,5,,,8,1
21-05-2020,Females,0,Females,60-69,7,60-69,230,5,,,14,0
07-05-2020,Females,0,Females,60-69,7,60-69,252,5,,,22,0
28-04-2020,Females,0,Females,60-69,7,60-69,278,7,,,26,2
21-04-2020,Females,0,Females,60-69,7,60-69,330,7,,,52,0
07-04-2020,Females,0,Females,60-69,7,60-69,373,10,,,43,3
25-03-2020,Females,0,Females,60-69,7,60-69,409,10,,,36,0
19-03-2020,Females,0,Females,60-69,7,60-69,395,10,,,-14,
18-04-2020,Females,0,Females,60-69,7,60-69,431,12,,,36,2
20-03-2020,Females,0,Females,60-69,7,60-69,449,12,,,18,
03-03-2020,Females,0,Females,60-69,7,60-69,449,12,,,,
04-05-2020,Females,0,Females,60-69,7,60-69,463,12,,,14,0
29-04-2020,Females,0,Females,60-69,7,60-69,475,13,,,12,1
22-03-2020,Females,0,Females,60-69,7,60-69,491,13,,,16,
15-04-2020,Females,0,Females,60-69,7,60-69,530,15,,,39,2
13-05-2020,Females,0,Females,60-69,7,60-69,530,17,,,0,2
17-04-2020,Females,0,Females,60-69,7,60-69,543,17,,,13,0
02-03-2020,Females,0,Females,60-69,7,60-69,543,17,,,,
16-03-2020,Females,0,Females,60-69,7,60-69,548,17,,,5,
21-03-2020,Females,0,Females,60-69,7,60-69,570,17,,,22,
24-04-2020,Females,0,Females,60-69,7,60-69,599,18,,,29,1
09-04-2020,Females,0,Females,60-69,7,60-69,641,18,,,42,0
31-05-2020,Females,0,Females,60-69,7,60-69,655,18,,,14,0
01-03-2020,Females,0,Females,60-69,7,60-69,655,18,,,,
03-06-2020,Females,0,Females,60-69,7,60-69,669,18,0,0,14,0
16-05-2020,Females,0,Females,60-69,7,60-69,681,18,,,12,0
14-03-2020,Females,0,Females,60-69,7,60-69,681,18,,,0,
11-03-2020,Females,0,Females,60-69,7,60-69,681,18,,,0,
16-04-2020,Females,0,Females,60-69,7,60-69,720,18,,,39,0
29-03-2020,Females,0,Females,60-69,7,60-69,773,18,,,53,0
11-04-2020,Females,0,Females,60-69,7,60-69,803,19,,,30,1
22-05-2020,Females,0,Females,60-69,7,60-69,813,20,,,10,1
04-03-2020,Females,0,Females,60-69,7,60-69,813,20,,,0,
11-05-2020,Females,0,Females,60-69,7,60-69,820,21,,,7,1
01-05-2020,Females,0,Females,60-69,7,60-69,827,22,,,7,1
13-03-2020,Females,0,Females,60-69,7,60-69,829,22,,,2,
27-03-2020,Females,0,Females,60-69,7,60-69,894,23,,,65,1
17-03-2020,Females,0,Females,60-69,7,60-69,901,23,,,7,
10-03-2020,Females,0,Females,60-69,7,60-69,901,23,,,0,
14-04-2020,Females,0,Females,60-69,7,60-69,954,24,,,53,1
27-04-2020,Females,0,Females,60-69,7,60-69,970,26,,,16,2
28-05-2020,Females,0,Females,60-69,7,60-69,980,26,,,10,0
14-05-2020,Females,0,Females,60-69,7,60-69,982,26,,,2,0
24-05-2020,Females,0,Females,60-69,7,60-69,992,26,,,10,0
20-05-2020,Females,0,Females,60-69,7,60-69,1005,26,,,13,0
26-05-2020,Females,0,Females,60-69,7,60-69,1018,27,,,13,1
01-06-2020,Females,0,Females,60-69,7,60-69,1030,27,,,12,0
19-05-2020,Females,0,Females,60-69,7,60-69,1045,27,,,15,0
23-04-2020,Females,0,Females,60-69,7,60-69,1065,28,,,20,1
01-04-2020,Females,0,Females,60-69,7,60-69,1121,28,,,56,0
20-04-2020,Females,0,Females,60-69,7,60-69,1132,28,,,11,0
29-05-2020,Females,0,Females,60-69,7,60-69,1143,28,,,11,0
24-03-2020,Females,0,Females,60-69,7,60-69,1206,28,,,63,
28-03-2020,Females,0,Females,60-69,7,60-69,1271,28,,,65,0
13-04-2020,Females,0,Females,60-69,7,60-69,1290,31,,,19,3
06-04-2020,Females,0,Females,60-69,7,60-69,1315,32,,,25,1
22-04-2020,Females,0,Females,60-69,7,60-69,1332,32,,,17,0
12-05-2020,Females,0,Females,60-69,7,60-69,1342,32,,,10,0
30-04-2020,Females,0,Females,60-69,7,60-69,1343,32,,,1,0
27-05-2020,Females,0,Females,60-69,7,60-69,1354,32,,,11,0
03-04-2020,Females,0,Females,60-69,7,60-69,1411,33,,,57,1
26-03-2020,Females,0,Females,60-69,7,60-69,1414,33,,,3,0
30-03-2020,Females,0,Females,60-69,7,60-69,1445,33,,,31,0
18-03-2020,Females,0,Females,60-69,7,60-69,1476,33,,,31,
02-06-2020,Females,0,Females,60-69,7,60-69,1484,33,2,4,8,0
09-05-2020,Females,0,Females,60-69,7,60-69,1499,33,,,15,0
18-05-2020,Females,0,Females,60-69,7,60-69,1506,33,,,7,0
23-05-2020,Females,0,Females,60-69,7,60-69,1523,34,,,17,1
05-04-2020,Females,0,Females,60-69,7,60-69,1577,36,,,54,2
08-04-2020,Females,0,Females,60-69,7,60-69,1628,38,,,51,2
03-05-2020,Females,0,Females,60-69,7,60-69,1628,39,,,0,1
06-03-2020,Females,0,Females,60-69,7,60-69,1628,39,,,0,
10-04-2020,Females,0,Females,60-69,7,60-69,1725,39,,,97,0
31-03-2020,Females,0,Females,60-69,7,60-69,1795,39,,,70,0
19-04-2020,Females,0,Females,60-69,7,60-69,1816,40,,,21,1
05-05-2020,Females,0,Females,60-69,7,60-69,1833,41,,,17,1
02-05-2020,Females,0,Females,60-69,7,60-69,1840,41,,,7,0
30-05-2020,Females,0,Females,60-69,7,60-69,1850,41,,,10,0
10-05-2020,Females,0,Females,60-69,7,60-69,1854,41,,,4,0
26-04-2020,Females,0,Females,60-69,7,60-69,1871,42,,,17,1
08-05-2020,Females,0,Females,60-69,7,60-69,1901,42,,,30,0
25-04-2020,Females,0,Females,60-69,7,60-69,1932,43,,,31,1
06-05-2020,Females,0,Females,70-79,8,70-79,6,1,,,6,1
09-04-2020,Females,0,Females,70-79,8,70-79,46,1,,,40,0
10-03-2020,Females,0,Females,70-79,8,70-79,46,1,,,0,
23-04-2020,Females,0,Females,70-79,8,70-79,57,3,,,11,2
22-03-2020,Females,0,Females,70-79,8,70-79,66,3,,,9,
18-03-2020,Females,0,Females,70-79,8,70-79,85,3,,,19,
05-03-2020,Females,0,Females,70-79,8,70-79,85,3,,,0,
03-04-2020,Females,0,Females,70-79,8,70-79,103,11,,,18,8
03-03-2020,Females,0,Females,70-79,8,70-79,103,11,,,,
16-04-2020,Females,0,Females,70-79,8,70-79,130,14,,,27,3
23-03-2020,Females,0,Females,70-79,8,70-79,152,14,,,22,
02-04-2020,Females,0,Females,70-79,8,70-79,176,15,,,24,1
01-03-2020,Females,0,Females,70-79,8,70-79,176,15,,,,
17-04-2020,Females,0,Females,70-79,8,70-79,189,17,,,13,2
04-04-2020,Females,0,Females,70-79,8,70-79,219,16,,,30,-1
31-03-2020,Females,0,Females,70-79,8,70-79,253,21,,,34,5
11-05-2020,Females,0,Females,70-79,8,70-79,255,21,,,2,0
24-05-2020,Females,0,Females,70-79,8,70-79,256,21,,,1,0
14-04-2020,Females,0,Females,70-79,8,70-79,299,23,,,43,2
01-06-2020,Females,0,Females,70-79,8,70-79,307,23,,,8,0
17-03-2020,Females,0,Females,70-79,8,70-79,310,23,,,3,
13-04-2020,Females,0,Females,70-79,8,70-79,341,26,,,31,3
05-05-2020,Females,0,Females,70-79,8,70-79,365,26,,,24,0
06-03-2020,Females,0,Females,70-79,8,70-79,366,26,,,1,
04-05-2020,Females,0,Females,70-79,8,70-79,383,31,,,17,5
30-03-2020,Females,0,Females,70-79,8,70-79,416,32,,,33,1
06-04-2020,Females,0,Females,70-79,8,70-79,440,34,,,24,2
07-04-2020,Females,0,Females,70-79,8,70-79,467,36,,,27,2
04-06-2020,Females,0,Females,70-79,8,70-79,472,36,0,0,5,0
28-03-2020,Females,0,Females,70-79,8,70-79,517,36,,,45,0
10-04-2020,Females,0,Females,70-79,8,70-79,591,37,,,74,1
21-04-2020,Females,0,Females,70-79,8,70-79,597,39,,,6,2
07-05-2020,Females,0,Females,70-79,8,70-79,605,40,,,8,1
25-05-2020,Females,0,Females,70-79,8,70-79,605,42,,,0,2
12-03-2020,Females,0,Females,70-79,8,70-79,605,42,,,0,
26-03-2020,Females,0,Females,70-79,8,70-79,604,43,,,-1,1
31-05-2020,Females,0,Females,70-79,8,70-79,609,43,,,5,0
20-03-2020,Females,0,Females,70-79,8,70-79,621,43,,,12,
02-03-2020,Females,0,Females,70-79,8,70-79,621,43,,,,
27-04-2020,Females,0,Females,70-79,8,70-79,630,43,,,9,0
08-04-2020,Females,0,Females,70-79,8,70-79,668,49,,,38,6
08-05-2020,Females,0,Females,70-79,8,70-79,686,51,,,18,2
03-05-2020,Females,0,Females,70-79,8,70-79,686,53,,,0,2
19-03-2020,Females,0,Females,70-79,8,70-79,677,53,,,-9,
01-05-2020,Females,0,Females,70-79,8,70-79,683,53,,,6,0
19-05-2020,Females,0,Females,70-79,8,70-79,688,53,,,5,0
02-06-2020,Females,0,Females,70-79,8,70-79,698,53,2,4,10,0
26-05-2020,Females,0,Females,70-79,8,70-79,702,54,,,4,1
15-03-2020,Females,0,Females,70-79,8,70-79,703,54,,,1,
10-05-2020,Females,0,Females,70-79,8,70-79,710,55,,,7,1
11-04-2020,Females,0,Females,70-79,8,70-79,742,58,,,32,3
13-03-2020,Females,0,Females,70-79,8,70-79,742,58,,,0,
25-04-2020,Females,0,Females,70-79,8,70-79,758,58,,,16,0
26-04-2020,Females,0,Females,70-79,8,70-79,785,60,,,27,2
05-04-2020,Females,0,Females,70-79,8,70-79,814,62,,,29,2
02-05-2020,Females,0,Females,70-79,8,70-79,820,63,,,6,1
01-04-2020,Females,0,Females,70-79,8,70-79,856,64,,,36,1
13-05-2020,Females,0,Females,70-79,8,70-79,869,65,,,13,1
03-06-2020,Females,0,Females,70-79,8,70-79,885,65,0,0,16,0
11-03-2020,Females,0,Females,70-79,8,70-79,885,65,,,0,
19-04-2020,Females,0,Females,70-79,8,70-79,911,70,,,26,5
28-05-2020,Females,0,Females,70-79,8,70-79,916,71,,,5,1
29-05-2020,Females,0,Females,70-79,8,70-79,939,71,,,23,0
08-03-2020,Females,0,Females,70-79,8,70-79,940,71,,,1,
30-05-2020,Females,0,Females,70-79,8,70-79,950,72,,,10,1
30-04-2020,Females,0,Females,70-79,8,70-79,954,75,,,4,3
22-05-2020,Females,0,Females,70-79,8,70-79,958,78,,,4,3
12-04-2020,Females,0,Females,70-79,8,70-79,994,80,,,36,2
07-03-2020,Females,0,Females,70-79,8,70-79,994,80,,,0,
27-03-2020,Females,0,Females,70-79,8,70-79,1040,83,,,46,3
14-03-2020,Females,0,Females,70-79,8,70-79,1041,83,,,1,
29-04-2020,Females,0,Females,70-79,8,70-79,1051,86,,,10,3
14-05-2020,Females,0,Females,70-79,8,70-79,1052,89,,,1,3
16-05-2020,Females,0,Females,70-79,8,70-79,1056,89,,,4,0
15-04-2020,Females,0,Females,70-79,8,70-79,1072,93,,,16,4
21-03-2020,Females,0,Females,70-79,8,70-79,1079,93,,,7,
20-05-2020,Females,0,Females,70-79,8,70-79,1081,93,,,2,0
20-04-2020,Females,0,Females,70-79,8,70-79,1118,96,,,37,3
27-05-2020,Females,0,Females,70-79,8,70-79,1118,97,,,0,1
16-03-2020,Females,0,Females,70-79,8,70-79,1123,97,,,5,
18-04-2020,Females,0,Females,70-79,8,70-79,1152,101,,,29,4
09-03-2020,Females,0,Females,70-79,8,70-79,1153,101,,,1,
17-05-2020,Females,0,Females,70-79,8,70-79,1157,102,,,4,1
28-04-2020,Females,0,Females,70-79,8,70-79,1177,104,,,20,2
22-04-2020,Females,0,Females,70-79,8,70-79,1224,104,,,47,0
18-05-2020,Females,0,Females,70-79,8,70-79,1226,106,,,2,2
12-05-2020,Females,0,Females,70-79,8,70-79,1231,107,,,5,1
09-05-2020,Females,0,Females,70-79,8,70-79,1247,107,,,16,0
24-04-2020,Females,0,Females,70-79,8,70-79,1268,108,,,21,1
15-05-2020,Females,0,Females,70-79,8,70-79,1273,108,,,5,0
04-03-2020,Females,0,Females,70-79,8,70-79,1273,108,,,0,
23-05-2020,Females,0,Females,70-79,8,70-79,1282,108,,,9,0
21-05-2020,Females,0,Females,70-79,8,70-79,1286,108,,,4,0
24-03-2020,Females,0,Females,70-79,8,70-79,1319,108,,,33,
25-03-2020,Females,0,Females,70-79,8,70-79,1347,108,,,28,0
29-03-2020,Females,0,Females,70-79,8,70-79,1398,111,,,51,3
02-06-2020,Females,0,Females,80+,9,80+,10,4,2,4,10,4
14-04-2020,Females,0,Females,80+,9,80+,88,18,,,78,14
27-03-2020,Females,0,Females,80+,9,80+,124,21,,,36,3
21-03-2020,Females,0,Females,80+,9,80+,135,21,,,11,
10-03-2020,Females,0,Females,80+,9,80+,135,21,,,0,
03-05-2020,Females,0,Females,80+,9,80+,136,25,,,1,4
23-05-2020,Females,0,Females,80+,9,80+,154,31,,,18,6
09-03-2020,Females,0,Females,80+,9,80+,154,31,,,0,
22-05-2020,Females,0,Females,80+,9,80+,163,33,,,9,2
18-04-2020,Females,0,Females,80+,9,80+,245,43,,,82,10
03-06-2020,Females,0,Females,80+,9,80+,271,48,0,0,26,5
31-05-2020,Females,0,Females,80+,9,80+,281,56,,,10,8
26-03-2020,Females,0,Females,80+,9,80+,317,61,,,36,5
08-05-2020,Females,0,Females,80+,9,80+,356,66,,,39,5
08-04-2020,Females,0,Females,80+,9,80+,396,77,,,40,11
04-04-2020,Females,0,Females,80+,9,80+,453,90,,,57,13
09-04-2020,Females,0,Females,80+,9,80+,636,104,,,183,14
30-04-2020,Females,0,Females,80+,9,80+,699,109,,,63,5
23-04-2020,Females,0,Females,80+,9,80+,736,125,,,37,16
02-04-2020,Females,0,Females,80+,9,80+,823,130,,,87,5
17-05-2020,Females,0,Females,80+,9,80+,835,135,,,12,5
15-03-2020,Females,0,Females,80+,9,80+,837,135,,,2,
17-04-2020,Females,0,Females,80+,9,80+,867,145,,,30,10
